group,id,course,trimester,grade
1,70,Celestial Navigation and Astronomy,3,8
1,70,Celestial Navigation and Astronomy,3,5.5
1,70,Celestial Navigation and Astronomy,3,14
1,70,Celestial Navigation and Astronomy,3,6.5
1,70,Celestial Navigation and Astronomy,3,8.5
1,70,Celestial Navigation and Astronomy,3,7
1,70,Celestial Navigation and Astronomy,3,13.5
1,70,Celestial Navigation and Astronomy,3,12.5
1,70,Dragon Lore and Taming,2,13
1,70,Dragon Lore and Taming,2,3.5
1,70,Dragon Lore and Taming,2,7.5
1,70,Dragon Lore and Taming,2,4.5
1,70,Dragon Lore and Taming,2,9
1,70,Dragon Lore and Taming,2,13
1,70,Dragon Lore and Taming,2,3.5
1,70,Dragon Lore and Taming,2,7
1,70,Dragon Lore and Taming,2,7
1,70,Elemental Mastery and Control,2,9
1,70,Elemental Mastery and Control,2,10
1,70,Elemental Mastery and Control,2,13.5
1,70,Elemental Mastery and Control,2,10
1,70,History of the Arcane,2,2.5
1,70,History of the Arcane,2,10
1,70,History of the Arcane,2,10.5
1,70,Illusion and Enchantment,3,12.5
1,70,Illusion and Enchantment,3,14
1,70,Illusion and Enchantment,3,8.5
1,70,Illusion and Enchantment,3,9.5
1,70,Illusion and Enchantment,3,12
1,70,Illusion and Enchantment,3,13.5
1,70,Necromancy and Spirit Summoning,1,14
1,70,Necromancy and Spirit Summoning,1,11
1,70,Necromancy and Spirit Summoning,1,10
1,70,Potion Brewing and Herbology,1,9
1,70,Potion Brewing and Herbology,1,8
1,70,Potion Brewing and Herbology,1,9.5
1,70,Potion Brewing and Herbology,1,9.5
1,70,Potion Brewing and Herbology,1,9.5
1,70,Potion Brewing and Herbology,1,12
1,70,Potion Brewing and Herbology,1,10.5
1,70,Potion Brewing and Herbology,1,10
1,70,Potion Brewing and Herbology,1,7.5
1,70,Runecrafting and Glyphwork,2,13.5
1,70,Runecrafting and Glyphwork,2,12
1,70,Runecrafting and Glyphwork,2,7.5
1,70,Runecrafting and Glyphwork,2,7.5
1,70,Runecrafting and Glyphwork,2,7.5
1,70,Swordsmanship and Martial Arts,1,13
1,70,Swordsmanship and Martial Arts,1,11
1,70,Swordsmanship and Martial Arts,1,11
1,70,Swordsmanship and Martial Arts,1,14
1,78,Ancient Magic and Mysticism,1,7
1,78,Ancient Magic and Mysticism,1,7.5
1,78,Ancient Magic and Mysticism,1,0.75
1,78,Ancient Magic and Mysticism,1,11.75
1,78,Celestial Navigation and Astronomy,3,15.5
1,78,Celestial Navigation and Astronomy,3,5
1,78,Celestial Navigation and Astronomy,3,14
1,78,Celestial Navigation and Astronomy,3,8.5
1,78,Celestial Navigation and Astronomy,3,11.5
1,78,Celestial Navigation and Astronomy,3,14.5
1,78,Celestial Navigation and Astronomy,3,12.5
1,78,Celestial Navigation and Astronomy,3,17
1,78,Celestial Navigation and Astronomy,3,13
1,78,Dragon Lore and Taming,2,7
1,78,Dragon Lore and Taming,2,4
1,78,Dragon Lore and Taming,2,5.5
1,78,Dragon Lore and Taming,2,10.5
1,78,Dragon Lore and Taming,2,9
1,78,Dragon Lore and Taming,2,5
1,78,Dragon Lore and Taming,2,5
1,78,Dragon Lore and Taming,2,4.5
1,78,Elemental Mastery and Control,2,14.5
1,78,Elemental Mastery and Control,2,14.5
1,78,Elemental Mastery and Control,2,8.5
1,78,Elemental Mastery and Control,2,14
1,78,History of the Arcane,2,7.5
1,78,History of the Arcane,2,6.25
1,78,History of the Arcane,2,3.75
1,78,Illusion and Enchantment,3,10.5
1,78,Illusion and Enchantment,3,13.5
1,78,Illusion and Enchantment,3,9
1,78,Illusion and Enchantment,3,10.5
1,78,Illusion and Enchantment,3,13
1,78,Illusion and Enchantment,3,10.5
1,78,Illusion and Enchantment,3,7.5
1,78,Necromancy and Spirit Summoning,1,13
1,78,Necromancy and Spirit Summoning,1,12
1,78,Necromancy and Spirit Summoning,1,13
1,78,Potion Brewing and Herbology,1,10.5
1,78,Potion Brewing and Herbology,1,9.5
1,78,Potion Brewing and Herbology,1,9.5
1,78,Potion Brewing and Herbology,1,6.5
1,78,Potion Brewing and Herbology,1,9.5
1,78,Potion Brewing and Herbology,1,6.5
1,78,Potion Brewing and Herbology,1,11
1,78,Potion Brewing and Herbology,1,10
1,78,Potion Brewing and Herbology,1,7
1,78,Runecrafting and Glyphwork,2,9.5
1,78,Runecrafting and Glyphwork,2,4.5
1,78,Runecrafting and Glyphwork,2,6
1,78,Runecrafting and Glyphwork,2,9
1,78,Runecrafting and Glyphwork,2,9.5
1,78,Swordsmanship and Martial Arts,1,12
1,78,Swordsmanship and Martial Arts,1,13
1,78,Swordsmanship and Martial Arts,1,11
1,78,Swordsmanship and Martial Arts,1,11
1,83,Ancient Magic and Mysticism,1,5.75
1,83,Ancient Magic and Mysticism,1,8.25
1,83,Ancient Magic and Mysticism,1,6.75
1,83,Ancient Magic and Mysticism,1,6
1,83,Celestial Navigation and Astronomy,3,9
1,83,Celestial Navigation and Astronomy,3,13
1,83,Celestial Navigation and Astronomy,3,14
1,83,Celestial Navigation and Astronomy,3,7
1,83,Celestial Navigation and Astronomy,3,12
1,83,Celestial Navigation and Astronomy,3,9.5
1,83,Celestial Navigation and Astronomy,3,10
1,83,Celestial Navigation and Astronomy,3,14
1,83,Celestial Navigation and Astronomy,3,9
1,83,Celestial Navigation and Astronomy,3,10
1,83,Dragon Lore and Taming,2,6.5
1,83,Dragon Lore and Taming,2,1
1,83,Dragon Lore and Taming,2,9.5
1,83,Dragon Lore and Taming,2,5
1,83,Dragon Lore and Taming,2,7.5
1,83,Dragon Lore and Taming,2,8.5
1,83,Dragon Lore and Taming,2,1.5
1,83,Dragon Lore and Taming,2,10
1,83,Elemental Mastery and Control,2,9.5
1,83,Elemental Mastery and Control,2,12
1,83,Elemental Mastery and Control,2,10.5
1,83,Elemental Mastery and Control,2,8.5
1,83,History of the Arcane,2,8.5
1,83,History of the Arcane,2,9.25
1,83,History of the Arcane,2,6.25
1,83,Illusion and Enchantment,3,10
1,83,Illusion and Enchantment,3,9.5
1,83,Illusion and Enchantment,3,9
1,83,Illusion and Enchantment,3,13
1,83,Illusion and Enchantment,3,13
1,83,Illusion and Enchantment,3,9
1,83,Illusion and Enchantment,3,12
1,83,Necromancy and Spirit Summoning,1,11
1,83,Necromancy and Spirit Summoning,1,10
1,83,Necromancy and Spirit Summoning,1,11
1,83,Potion Brewing and Herbology,1,10
1,83,Potion Brewing and Herbology,1,11.5
1,83,Potion Brewing and Herbology,1,9.5
1,83,Potion Brewing and Herbology,1,9.5
1,83,Potion Brewing and Herbology,1,9.5
1,83,Potion Brewing and Herbology,1,7.5
1,83,Potion Brewing and Herbology,1,10
1,83,Potion Brewing and Herbology,1,9.5
1,83,Potion Brewing and Herbology,1,9
1,83,Runecrafting and Glyphwork,2,10
1,83,Runecrafting and Glyphwork,2,7.5
1,83,Runecrafting and Glyphwork,2,7.5
1,83,Runecrafting and Glyphwork,2,6.5
1,83,Runecrafting and Glyphwork,2,10.5
1,83,Swordsmanship and Martial Arts,1,9
1,83,Swordsmanship and Martial Arts,1,12
1,83,Swordsmanship and Martial Arts,1,12
1,91,Ancient Magic and Mysticism,1,7.75
1,91,Ancient Magic and Mysticism,1,8
1,91,Ancient Magic and Mysticism,1,8.25
1,91,Ancient Magic and Mysticism,1,10.25
1,91,Celestial Navigation and Astronomy,3,11
1,91,Celestial Navigation and Astronomy,3,15
1,91,Celestial Navigation and Astronomy,3,15.5
1,91,Celestial Navigation and Astronomy,3,12
1,91,Celestial Navigation and Astronomy,3,14.5
1,91,Celestial Navigation and Astronomy,3,12.5
1,91,Celestial Navigation and Astronomy,3,9.5
1,91,Celestial Navigation and Astronomy,3,9.5
1,91,Dragon Lore and Taming,2,4.5
1,91,Dragon Lore and Taming,2,6.5
1,91,Dragon Lore and Taming,2,12
1,91,Dragon Lore and Taming,2,2.5
1,91,Dragon Lore and Taming,2,8
1,91,Dragon Lore and Taming,2,4.5
1,91,Dragon Lore and Taming,2,9
1,91,Dragon Lore and Taming,2,3
1,91,Dragon Lore and Taming,2,6.5
1,91,Elemental Mastery and Control,2,11.5
1,91,Elemental Mastery and Control,2,14.5
1,91,Elemental Mastery and Control,2,14.5
1,91,Elemental Mastery and Control,2,15
1,91,History of the Arcane,2,6.75
1,91,History of the Arcane,2,11.25
1,91,History of the Arcane,2,9.25
1,91,Illusion and Enchantment,3,8
1,91,Illusion and Enchantment,3,12
1,91,Illusion and Enchantment,3,12.5
1,91,Illusion and Enchantment,3,11.5
1,91,Illusion and Enchantment,3,9.5
1,91,Illusion and Enchantment,3,9
1,91,Illusion and Enchantment,3,11
1,91,Necromancy and Spirit Summoning,1,11
1,91,Necromancy and Spirit Summoning,1,12
1,91,Potion Brewing and Herbology,1,10
1,91,Potion Brewing and Herbology,1,7.5
1,91,Potion Brewing and Herbology,1,9
1,91,Potion Brewing and Herbology,1,9.5
1,91,Potion Brewing and Herbology,1,7.5
1,91,Potion Brewing and Herbology,1,9.5
1,91,Potion Brewing and Herbology,1,11
1,91,Potion Brewing and Herbology,1,11
1,91,Potion Brewing and Herbology,1,10
1,91,Runecrafting and Glyphwork,2,7.5
1,91,Runecrafting and Glyphwork,2,10.5
1,91,Runecrafting and Glyphwork,2,10
1,91,Runecrafting and Glyphwork,2,7
1,91,Runecrafting and Glyphwork,2,8
1,91,Swordsmanship and Martial Arts,1,10
1,91,Swordsmanship and Martial Arts,1,10
1,91,Swordsmanship and Martial Arts,1,9
1,91,Swordsmanship and Martial Arts,1,10
1,96,Ancient Magic and Mysticism,1,9.5
1,96,Ancient Magic and Mysticism,1,9.5
1,96,Ancient Magic and Mysticism,1,3.5
1,96,Ancient Magic and Mysticism,1,8
1,96,Celestial Navigation and Astronomy,3,13.5
1,96,Celestial Navigation and Astronomy,3,20
1,96,Celestial Navigation and Astronomy,3,12
1,96,Celestial Navigation and Astronomy,3,9
1,96,Celestial Navigation and Astronomy,3,10
1,96,Celestial Navigation and Astronomy,3,18
1,96,Celestial Navigation and Astronomy,3,12.5
1,96,Celestial Navigation and Astronomy,3,12
1,96,Celestial Navigation and Astronomy,3,7
1,96,Celestial Navigation and Astronomy,3,20
1,96,Dragon Lore and Taming,2,5.5
1,96,Dragon Lore and Taming,2,8
1,96,Dragon Lore and Taming,2,13
1,96,Dragon Lore and Taming,2,8
1,96,Dragon Lore and Taming,2,10.5
1,96,Dragon Lore and Taming,2,7
1,96,Dragon Lore and Taming,2,13.5
1,96,Dragon Lore and Taming,2,6.5
1,96,Dragon Lore and Taming,2,9
1,96,Elemental Mastery and Control,2,9
1,96,Elemental Mastery and Control,2,12.5
1,96,Elemental Mastery and Control,2,10.5
1,96,Elemental Mastery and Control,2,15
1,96,History of the Arcane,2,1.25
1,96,History of the Arcane,2,12.25
1,96,History of the Arcane,2,8
1,96,Illusion and Enchantment,3,10.5
1,96,Illusion and Enchantment,3,13
1,96,Illusion and Enchantment,3,10
1,96,Illusion and Enchantment,3,11
1,96,Illusion and Enchantment,3,8
1,96,Illusion and Enchantment,3,11.5
1,96,Necromancy and Spirit Summoning,1,10
1,96,Necromancy and Spirit Summoning,1,16
1,96,Potion Brewing and Herbology,1,9.5
1,96,Potion Brewing and Herbology,1,9
1,96,Potion Brewing and Herbology,1,8
1,96,Potion Brewing and Herbology,1,6
1,96,Potion Brewing and Herbology,1,8.5
1,96,Potion Brewing and Herbology,1,10
1,96,Potion Brewing and Herbology,1,10
1,96,Potion Brewing and Herbology,1,8.5
1,96,Runecrafting and Glyphwork,2,7
1,96,Runecrafting and Glyphwork,2,9.5
1,96,Runecrafting and Glyphwork,2,8
1,96,Runecrafting and Glyphwork,2,6
1,96,Runecrafting and Glyphwork,2,13
1,96,Swordsmanship and Martial Arts,1,10
1,96,Swordsmanship and Martial Arts,1,9
1,96,Swordsmanship and Martial Arts,1,11
1,96,Swordsmanship and Martial Arts,1,11
1,128,Ancient Magic and Mysticism,1,8.75
1,128,Ancient Magic and Mysticism,1,8.75
1,128,Ancient Magic and Mysticism,1,13.75
1,128,Ancient Magic and Mysticism,1,11.25
1,128,Celestial Navigation and Astronomy,3,8
1,128,Celestial Navigation and Astronomy,3,6
1,128,Celestial Navigation and Astronomy,3,14
1,128,Celestial Navigation and Astronomy,3,3
1,128,Celestial Navigation and Astronomy,3,10.5
1,128,Celestial Navigation and Astronomy,3,7.5
1,128,Celestial Navigation and Astronomy,3,17.5
1,128,Celestial Navigation and Astronomy,3,9.5
1,128,Celestial Navigation and Astronomy,3,8.5
1,128,Celestial Navigation and Astronomy,3,7
1,128,Dragon Lore and Taming,2,4.5
1,128,Dragon Lore and Taming,2,0
1,128,Dragon Lore and Taming,2,8.5
1,128,Dragon Lore and Taming,2,6
1,128,Dragon Lore and Taming,2,10
1,128,Dragon Lore and Taming,2,8
1,128,Dragon Lore and Taming,2,2.5
1,128,Dragon Lore and Taming,2,8
1,128,Dragon Lore and Taming,2,9.5
1,128,Elemental Mastery and Control,2,12.5
1,128,Elemental Mastery and Control,2,14.5
1,128,Elemental Mastery and Control,2,11
1,128,Elemental Mastery and Control,2,2.5
1,128,History of the Arcane,2,7
1,128,History of the Arcane,2,10.75
1,128,Illusion and Enchantment,3,12.5
1,128,Illusion and Enchantment,3,10
1,128,Illusion and Enchantment,3,11.5
1,128,Illusion and Enchantment,3,7.5
1,128,Illusion and Enchantment,3,11.5
1,128,Illusion and Enchantment,3,11
1,128,Necromancy and Spirit Summoning,1,13
1,128,Necromancy and Spirit Summoning,1,10
1,128,Necromancy and Spirit Summoning,1,13
1,128,Potion Brewing and Herbology,1,7.5
1,128,Potion Brewing and Herbology,1,9
1,128,Potion Brewing and Herbology,1,10.5
1,128,Potion Brewing and Herbology,1,8.5
1,128,Potion Brewing and Herbology,1,10.5
1,128,Potion Brewing and Herbology,1,8
1,128,Potion Brewing and Herbology,1,9.5
1,128,Potion Brewing and Herbology,1,9
1,128,Potion Brewing and Herbology,1,8.5
1,128,Runecrafting and Glyphwork,2,9.5
1,128,Runecrafting and Glyphwork,2,8
1,128,Runecrafting and Glyphwork,2,8
1,128,Runecrafting and Glyphwork,2,8
1,128,Runecrafting and Glyphwork,2,7.5
1,128,Swordsmanship and Martial Arts,1,13
1,128,Swordsmanship and Martial Arts,1,11
1,128,Swordsmanship and Martial Arts,1,10
1,128,Swordsmanship and Martial Arts,1,8
1,147,Ancient Magic and Mysticism,1,7.5
1,147,Ancient Magic and Mysticism,1,7.5
1,147,Ancient Magic and Mysticism,1,9.5
1,147,Ancient Magic and Mysticism,1,5.75
1,147,Celestial Navigation and Astronomy,3,15.5
1,147,Celestial Navigation and Astronomy,3,14
1,147,Celestial Navigation and Astronomy,3,11
1,147,Celestial Navigation and Astronomy,3,12
1,147,Celestial Navigation and Astronomy,3,8
1,147,Celestial Navigation and Astronomy,3,11.5
1,147,Celestial Navigation and Astronomy,3,13.5
1,147,Celestial Navigation and Astronomy,3,8.5
1,147,Celestial Navigation and Astronomy,3,13
1,147,Celestial Navigation and Astronomy,3,12
1,147,Dragon Lore and Taming,2,9
1,147,Dragon Lore and Taming,2,11.5
1,147,Dragon Lore and Taming,2,10
1,147,Dragon Lore and Taming,2,8.5
1,147,Dragon Lore and Taming,2,9.5
1,147,Dragon Lore and Taming,2,13.5
1,147,Dragon Lore and Taming,2,9
1,147,Dragon Lore and Taming,2,8.5
1,147,Dragon Lore and Taming,2,12
1,147,Elemental Mastery and Control,2,13
1,147,Elemental Mastery and Control,2,13
1,147,Elemental Mastery and Control,2,8.5
1,147,Elemental Mastery and Control,2,16
1,147,History of the Arcane,2,7
1,147,History of the Arcane,2,10.25
1,147,History of the Arcane,2,7
1,147,Illusion and Enchantment,3,12
1,147,Illusion and Enchantment,3,10.5
1,147,Illusion and Enchantment,3,11
1,147,Illusion and Enchantment,3,11
1,147,Illusion and Enchantment,3,10.5
1,147,Illusion and Enchantment,3,13.5
1,147,Illusion and Enchantment,3,10.5
1,147,Necromancy and Spirit Summoning,1,13
1,147,Necromancy and Spirit Summoning,1,13
1,147,Necromancy and Spirit Summoning,1,13
1,147,Potion Brewing and Herbology,1,8.5
1,147,Potion Brewing and Herbology,1,10
1,147,Potion Brewing and Herbology,1,9
1,147,Potion Brewing and Herbology,1,9.5
1,147,Potion Brewing and Herbology,1,9.5
1,147,Potion Brewing and Herbology,1,8
1,147,Potion Brewing and Herbology,1,11
1,147,Potion Brewing and Herbology,1,6.5
1,147,Potion Brewing and Herbology,1,9.5
1,147,Runecrafting and Glyphwork,2,9
1,147,Runecrafting and Glyphwork,2,4
1,147,Runecrafting and Glyphwork,2,9.5
1,147,Runecrafting and Glyphwork,2,9
1,147,Runecrafting and Glyphwork,2,12
1,147,Swordsmanship and Martial Arts,1,11
1,147,Swordsmanship and Martial Arts,1,13
1,147,Swordsmanship and Martial Arts,1,11
1,147,Swordsmanship and Martial Arts,1,13
1,153,Ancient Magic and Mysticism,1,12.5
1,153,Ancient Magic and Mysticism,1,9.25
1,153,Ancient Magic and Mysticism,1,11.5
1,153,Ancient Magic and Mysticism,1,8.25
1,153,Celestial Navigation and Astronomy,3,13
1,153,Celestial Navigation and Astronomy,3,10
1,153,Celestial Navigation and Astronomy,3,12
1,153,Celestial Navigation and Astronomy,3,12.5
1,153,Celestial Navigation and Astronomy,3,8.5
1,153,Celestial Navigation and Astronomy,3,8
1,153,Celestial Navigation and Astronomy,3,9.5
1,153,Celestial Navigation and Astronomy,3,11.5
1,153,Celestial Navigation and Astronomy,3,10
1,153,Celestial Navigation and Astronomy,3,12
1,153,Dragon Lore and Taming,2,2
1,153,Dragon Lore and Taming,2,5.5
1,153,Dragon Lore and Taming,2,9.5
1,153,Dragon Lore and Taming,2,9
1,153,Dragon Lore and Taming,2,11.5
1,153,Dragon Lore and Taming,2,5
1,153,Dragon Lore and Taming,2,2.5
1,153,Dragon Lore and Taming,2,13.5
1,153,Dragon Lore and Taming,2,4
1,153,Elemental Mastery and Control,2,15
1,153,Elemental Mastery and Control,2,12.5
1,153,Elemental Mastery and Control,2,14.5
1,153,Elemental Mastery and Control,2,11.5
1,153,History of the Arcane,2,12.25
1,153,History of the Arcane,2,9.75
1,153,History of the Arcane,2,4.25
1,153,Illusion and Enchantment,3,11.5
1,153,Illusion and Enchantment,3,11
1,153,Illusion and Enchantment,3,10.5
1,153,Illusion and Enchantment,3,10
1,153,Illusion and Enchantment,3,11
1,153,Illusion and Enchantment,3,12
1,153,Illusion and Enchantment,3,11
1,153,Necromancy and Spirit Summoning,1,10
1,153,Necromancy and Spirit Summoning,1,9
1,153,Potion Brewing and Herbology,1,10
1,153,Potion Brewing and Herbology,1,8
1,153,Potion Brewing and Herbology,1,9.5
1,153,Potion Brewing and Herbology,1,7.5
1,153,Potion Brewing and Herbology,1,12
1,153,Potion Brewing and Herbology,1,9.5
1,153,Potion Brewing and Herbology,1,8
1,153,Potion Brewing and Herbology,1,9.5
1,153,Potion Brewing and Herbology,1,11.5
1,153,Runecrafting and Glyphwork,2,13
1,153,Runecrafting and Glyphwork,2,8.5
1,153,Runecrafting and Glyphwork,2,7.5
1,153,Runecrafting and Glyphwork,2,6.5
1,153,Runecrafting and Glyphwork,2,10.5
1,153,Swordsmanship and Martial Arts,1,9
1,153,Swordsmanship and Martial Arts,1,13
1,153,Swordsmanship and Martial Arts,1,12
1,153,Swordsmanship and Martial Arts,1,10
1,168,Ancient Magic and Mysticism,1,3.5
1,168,Ancient Magic and Mysticism,1,9.25
1,168,Ancient Magic and Mysticism,1,9.75
1,168,Ancient Magic and Mysticism,1,7.5
1,168,Celestial Navigation and Astronomy,3,10
1,168,Celestial Navigation and Astronomy,3,13
1,168,Celestial Navigation and Astronomy,3,13
1,168,Celestial Navigation and Astronomy,3,3
1,168,Celestial Navigation and Astronomy,3,8.5
1,168,Celestial Navigation and Astronomy,3,9.5
1,168,Celestial Navigation and Astronomy,3,6.5
1,168,Celestial Navigation and Astronomy,3,11.5
1,168,Celestial Navigation and Astronomy,3,11
1,168,Celestial Navigation and Astronomy,3,14.5
1,168,Dragon Lore and Taming,2,9
1,168,Dragon Lore and Taming,2,10
1,168,Dragon Lore and Taming,2,7
1,168,Dragon Lore and Taming,2,12.5
1,168,Dragon Lore and Taming,2,8.5
1,168,Dragon Lore and Taming,2,6
1,168,Dragon Lore and Taming,2,4.5
1,168,Dragon Lore and Taming,2,6
1,168,Dragon Lore and Taming,2,5.5
1,168,Elemental Mastery and Control,2,18.5
1,168,Elemental Mastery and Control,2,10.5
1,168,Elemental Mastery and Control,2,9
1,168,Elemental Mastery and Control,2,10.5
1,168,History of the Arcane,2,8.5
1,168,History of the Arcane,2,11.5
1,168,Illusion and Enchantment,3,13.5
1,168,Illusion and Enchantment,3,13.5
1,168,Illusion and Enchantment,3,9.5
1,168,Illusion and Enchantment,3,9
1,168,Illusion and Enchantment,3,16
1,168,Illusion and Enchantment,3,13
1,168,Illusion and Enchantment,3,13
1,168,Necromancy and Spirit Summoning,1,10
1,168,Necromancy and Spirit Summoning,1,8
1,168,Necromancy and Spirit Summoning,1,12
1,168,Potion Brewing and Herbology,1,11
1,168,Potion Brewing and Herbology,1,10
1,168,Potion Brewing and Herbology,1,10.5
1,168,Potion Brewing and Herbology,1,11
1,168,Potion Brewing and Herbology,1,10.5
1,168,Potion Brewing and Herbology,1,10
1,168,Potion Brewing and Herbology,1,8
1,168,Potion Brewing and Herbology,1,8
1,168,Potion Brewing and Herbology,1,10
1,168,Runecrafting and Glyphwork,2,8.5
1,168,Runecrafting and Glyphwork,2,10
1,168,Runecrafting and Glyphwork,2,9
1,168,Runecrafting and Glyphwork,2,8
1,168,Runecrafting and Glyphwork,2,9
1,168,Swordsmanship and Martial Arts,1,12
1,168,Swordsmanship and Martial Arts,1,9
1,168,Swordsmanship and Martial Arts,1,12
1,168,Swordsmanship and Martial Arts,1,11
1,169,Ancient Magic and Mysticism,1,6.75
1,169,Ancient Magic and Mysticism,1,2.5
1,169,Ancient Magic and Mysticism,1,5.5
1,169,Ancient Magic and Mysticism,1,11
1,169,Celestial Navigation and Astronomy,3,13.5
1,169,Celestial Navigation and Astronomy,3,15.5
1,169,Celestial Navigation and Astronomy,3,19
1,169,Celestial Navigation and Astronomy,3,19
1,169,Celestial Navigation and Astronomy,3,9
1,169,Celestial Navigation and Astronomy,3,15
1,169,Celestial Navigation and Astronomy,3,12
1,169,Celestial Navigation and Astronomy,3,8
1,169,Celestial Navigation and Astronomy,3,17.5
1,169,Celestial Navigation and Astronomy,3,12
1,169,Dragon Lore and Taming,2,6.5
1,169,Dragon Lore and Taming,2,7
1,169,Dragon Lore and Taming,2,8
1,169,Dragon Lore and Taming,2,8
1,169,Dragon Lore and Taming,2,10.5
1,169,Dragon Lore and Taming,2,3.5
1,169,Dragon Lore and Taming,2,4
1,169,Elemental Mastery and Control,2,19
1,169,Elemental Mastery and Control,2,9.5
1,169,Elemental Mastery and Control,2,17.5
1,169,History of the Arcane,2,8.5
1,169,History of the Arcane,2,8.25
1,169,Illusion and Enchantment,3,12.5
1,169,Illusion and Enchantment,3,11.5
1,169,Illusion and Enchantment,3,7.5
1,169,Illusion and Enchantment,3,7.5
1,169,Illusion and Enchantment,3,12.5
1,169,Illusion and Enchantment,3,7.5
1,169,Illusion and Enchantment,3,10
1,169,Necromancy and Spirit Summoning,1,12
1,169,Necromancy and Spirit Summoning,1,14
1,169,Potion Brewing and Herbology,1,9
1,169,Potion Brewing and Herbology,1,8.5
1,169,Potion Brewing and Herbology,1,9.5
1,169,Potion Brewing and Herbology,1,8.5
1,169,Potion Brewing and Herbology,1,9.5
1,169,Potion Brewing and Herbology,1,7.5
1,169,Potion Brewing and Herbology,1,9
1,169,Potion Brewing and Herbology,1,9.5
1,169,Runecrafting and Glyphwork,2,7
1,169,Runecrafting and Glyphwork,2,5.5
1,169,Runecrafting and Glyphwork,2,9.5
1,169,Runecrafting and Glyphwork,2,5.5
1,169,Runecrafting and Glyphwork,2,6
1,169,Swordsmanship and Martial Arts,1,9
1,169,Swordsmanship and Martial Arts,1,11
1,169,Swordsmanship and Martial Arts,1,9
1,169,Swordsmanship and Martial Arts,1,8
1,178,Ancient Magic and Mysticism,1,10.25
1,178,Ancient Magic and Mysticism,1,10.5
1,178,Ancient Magic and Mysticism,1,5.5
1,178,Ancient Magic and Mysticism,1,11
1,178,Celestial Navigation and Astronomy,3,8
1,178,Celestial Navigation and Astronomy,3,16.5
1,178,Celestial Navigation and Astronomy,3,12.5
1,178,Celestial Navigation and Astronomy,3,9.5
1,178,Celestial Navigation and Astronomy,3,17.5
1,178,Celestial Navigation and Astronomy,3,13
1,178,Celestial Navigation and Astronomy,3,8.5
1,178,Celestial Navigation and Astronomy,3,17
1,178,Celestial Navigation and Astronomy,3,11.5
1,178,Celestial Navigation and Astronomy,3,7.5
1,178,Dragon Lore and Taming,2,5
1,178,Dragon Lore and Taming,2,9
